"County","State","Community_Transmission_Level","Percent_Fully_Vaccinated","Percent_Fully_Vaccinated_Under_65","Percent_Estimated_Vaccination_Hesitant","Percent_Estimated_Vaccination_Strongly_Hesitant","Percent_State_ICU_Beds_Filled","Percent_County_ICU_Beds_Filled","Population","FIPS","Vaccination_Data_Is_For_County","Area_of_Concern_Category"
"Clinton","IA",NA,54.4,46.1611181351093,13.24,7.96,66,67,46429,19045,TRUE,"ModerateBurden"
"Madison","GA",NA,43.2,36.2439222042139,15.03,9.53,74,54,29880,13195,TRUE,"ModerateBurden"
"Butts","GA",NA,33.7,27.1871228642205,16.83,10.72,74,93,24936,13035,TRUE,"ModerateBurden"
"Sierra","NM",NA,66.2,57.529679984328,7.26,3.88,83,83,10791,35051,TRUE,"ModerateBurden"
"Barnes","ND",NA,56.9,49.9912323980177,13.95,9.63,51,49,10415,38003,TRUE,"ModerateBurden"
"Martin","TX",NA,31.6,27.0133785533275,12.35,8.22,87,81,5771,48317,TRUE,"ModerateBurden"
"Colorado","TX",NA,52.8,43.8091783141653,11.14,7.38,87,NA,21493,48089,TRUE,"ModerateBurden"
"Poweshiek","IA",NA,58.3,51.1269901187028,12.93,7.81,66,29,18504,19157,TRUE,"ModerateBurden"
"Putnam","IN",NA,42.5,36.1671123911404,13.43,8.45,72,77,37576,18133,TRUE,"ModerateBurden"
"Paulding","OH",NA,42,33.1305166654586,14.16,8.48,67,43,18672,39125,TRUE,"ModerateBurden"
"Montague","TX",NA,35.1,26.0560493318148,12.93,8.7,87,94,19818,48337,TRUE,"ModerateBurden"
"Eddy","ND",NA,51.3,41.9269030609914,13.95,9.63,51,NA,2287,38027,TRUE,"ModerateBurden"
"Warren","IL",NA,49.6,41.8309611207108,9.65,5.93,62,51,16844,17187,TRUE,"ModerateBurden"
"Morrow","OH",NA,41.5,34.4366674820017,15.86,9.61,67,41,35328,39117,TRUE,"ModerateBurden"
"Towns","GA",NA,48.4,33.9343312198167,14.69,9.34,74,66,12037,13281,TRUE,"ModerateBurden"
"Huron","MI",NA,53.9,43.3376646411235,10.8,6.7,73,96,30981,26063,TRUE,"ModerateBurden"
"Kent","MD",NA,67.2,57.2143257607096,7.53,3.99,66,NA,19422,24029,TRUE,"ModerateBurden"
"Meigs","OH",NA,46.6,38.9969012902576,14.8,8.93,67,81,22907,39105,TRUE,"ModerateBurden"
"Dawson","GA",NA,39.6,33.2184999997037,14.69,9.34,74,66,26108,13085,TRUE,"ModerateBurden"
"Vermillion","IN",NA,46.6,37.7801573847058,14.07,8.9,72,60,15498,18165,TRUE,"ModerateBurden"
"Transylvania","NC",NA,54.5,47.2824551847799,12.37,9.48,78,75,34385,37175,TRUE,"ModerateBurden"
"Washington","IL",NA,58.5,51.0104377779704,10.02,6.18,62,53,13887,17189,TRUE,"ModerateBurden"
"Oconee","GA",NA,56.9,51.4288571699584,15.03,9.53,74,54,40280,13219,TRUE,"ModerateBurden"
"Wabash","IN",NA,41,30.6317465898802,13.73,8.71,72,78,30996,18169,TRUE,"ModerateBurden"
"Gogebic","MI",NA,63.1,52.1846826720542,9.5,5.84,73,37,13975,26053,TRUE,"ModerateBurden"
"Venango","PA",NA,45.5,38.9029763647216,13.05,8.78,76,39,50668,42121,TRUE,"LowBurden"
"Monroe","GA",NA,42,36.2042998836147,14.78,9.35,74,63,27578,13207,TRUE,"ModerateBurden"
"Starke","IN",NA,37,29.351579527192,13.16,8.25,72,67,22995,18149,TRUE,"ModerateBurden"
"Wise","VA",NA,47.3,39.8858860491775,8.04,5.56,65,62,37383,51195,TRUE,"ModerateBurdenResolving"
"Wright","MO",NA,35.5,27.1368176637475,16.46,10.06,72,80,18289,29229,TRUE,"ModerateBurden"
"Nodaway","MO",NA,48.9,41.3229480303177,14.82,9,72,48,22092,29147,TRUE,"ModerateBurden"
"Randolph","MO",NA,37.9,31.2052066337011,15.12,9.03,72,61,24748,29175,TRUE,"ModerateBurden"
"King William","VA",NA,51.8,44.7639770947001,5.81,3.99,65,75,17148,51101,TRUE,"ModerateBurden"
"King George","VA",NA,41.5,37.4457022022733,6.17,4.21,65,86,26836,51099,TRUE,"ModerateBurden"
"Saline","MO",NA,46.5,39.8244555503041,15.12,9.03,72,45,22761,29195,TRUE,"ModerateBurden"
"Fredericksburg city","VA",NA,39.8,35.2765180880696,5.76,3.95,65,86,29036,51630,TRUE,"ModerateBurden"
"Vernon","MO",NA,34.9,28.6457729380888,15.76,9.58,72,100,20563,29217,TRUE,"ModerateBurden"
"Greene","AR",NA,42.9,37.3380295686162,21.34,13.91,68,86,45325,5055,TRUE,"ModerateBurden"
"Blanco","TX",NA,56.7,46.3843950522459,10.08,6.69,87,83,11931,48031,TRUE,"ModerateBurden"
"Juneau","WI",NA,53.3,44.66042318104,15.31,9.18,67,NA,26687,55057,TRUE,"ModerateBurden"
"Clay","FL",NA,53.8,48.2549662532767,13.77,8.99,73,77,219252,12019,TRUE,"LowBurden"
"Isanti","MN",NA,42.9,36.8543512203192,8.88,4.84,69,5,40596,27059,TRUE,"ModerateBurden"
"Fulton","IN",NA,39.8,31.3443853591627,13.16,8.25,72,71,19974,18049,TRUE,"ModerateBurden"
"Hardin","TX",NA,37.7,30.5565883365317,13.38,8.99,87,76,57602,48199,TRUE,"LowBurden"
"Valdez-Cordova Census Area","AK",NA,62.8,59.5476085645674,18.97,13.62,77,86,9202,2261,TRUE,"ModerateBurden"
"Edgefield","SC",NA,59.6,54.0366085232423,14.67,8.24,65,84,27260,45037,TRUE,"ModerateBurden"
"Gibson","IN",NA,46.4,39.323702641209,11.44,7.13,72,72,33659,18051,TRUE,"ModerateBurden"
"Charles City","VA",NA,81.4,78.7342944980938,5.81,3.99,65,75,6963,51036,TRUE,"ModerateBurden"
"Lawrence","SD",NA,56.9,48.2695989132525,10.46,7.64,50,56,25844,46081,TRUE,"ModerateBurden"
"Russell","KS",NA,42.9,34.9509842419651,15.04,9.19,66,NA,6856,20167,TRUE,"ModerateBurden"
"Taylor","WI",NA,35.4,27.600052302365,15.28,9.06,67,60,20343,55119,TRUE,"ModerateBurden"
"Lincoln","SD",NA,58.4,54.9145755547202,9.98,7.2,50,48,61128,46083,TRUE,"LowBurden"
"Cass","NE",NA,61.3,54.5917084356247,8.54,5.28,72,80,26248,31025,TRUE,"ModerateBurden"
"Brown","MN",NA,65.8,57.136938056764,7.98,4.32,69,NA,25008,27015,TRUE,"ModerateBurden"
"Dawes","NE",NA,38.5,33.9734970951866,8.42,5.16,72,42,8589,31045,TRUE,"ModerateBurden"
"Meade","SD",NA,53.8,48.2797415746887,10.46,7.64,50,81,28332,46093,TRUE,"ModerateBurden"
"Goshen","WY",NA,40.1,30.677223292391,22.83,16.87,37,78,13211,56015,TRUE,"ModerateBurden"
"Corson","SD",NA,53.7,52.1971083979144,13.65,9.67,50,29,4086,46031,TRUE,"ModerateBurden"
"Clark","SD",NA,50.2,42.1766960095526,10.18,7.47,50,95,3736,46025,TRUE,"ModerateBurden"
"Kingfisher","OK",NA,47.5,40.7931027600934,19.71,13.92,76,58,15765,40073,TRUE,"ModerateBurden"
"Meeker","MN",NA,48,39.3611216992907,8.01,4.33,69,75,23222,27093,TRUE,"ModerateBurden"
"Bolivar","MS",NA,58.7,51.8902981757159,19.13,13.34,77,40,30628,28011,TRUE,"ModerateBurden"
"Clay","MS",NA,46.5,39.2948669743289,16.8,11.46,77,42,19316,28025,TRUE,"ModerateBurden"
"Shelby","KY",NA,46.7,41.9212633613629,17.23,11.22,78,78,49024,21211,TRUE,"ModerateBurden"
"Humphreys","MS",NA,58.4,53.0581491720712,19.13,13.34,77,40,8064,28053,TRUE,"ModerateBurden"
"Pulaski","KY",NA,46,38.6109885036264,20.59,13.64,78,93,64979,21199,TRUE,"LowBurden"
"Perry","KY",NA,62,55.9206720340015,21.81,14.63,78,92,25758,21193,TRUE,"ModerateBurdenResolving"
"Lawrence","MS",NA,55.2,45.4151357765126,17.52,12.11,77,NA,12586,28077,TRUE,"ModerateBurden"
"Neshoba","MS",NA,41.3,36.7679880217933,19.16,13.18,77,86,29118,28099,TRUE,"ModerateBurden"
"Fayette","TX",NA,50,40.4333773539745,12.4,8.27,87,NA,25346,48149,TRUE,"ModerateBurden"
"Lamar","TX",NA,39.7,32.2902224171404,12.83,8.66,87,88,49859,48277,TRUE,"ModerateBurden"
"Madison","KY",NA,47.8,43.2792640768602,18.21,11.93,78,67,92987,21151,TRUE,"LowBurden"
"Conway","AR",NA,53.6,47.6036864947038,20.91,13.78,68,75,20846,5029,TRUE,"ModerateBurden"
"Swift","MN",NA,57.6,48.8993986622623,7.19,3.85,69,13,9266,27151,TRUE,"ModerateBurden"
"Stevens","MN",NA,57.7,51.3828981686625,7.19,3.85,69,22,9805,27149,TRUE,"ModerateBurden"
"Taylor","WV",NA,47.2,41.5796252901441,9.91,7.55,77,80,16695,54091,TRUE,"ModerateBurden"
"Northampton","VA",NA,70.9,63.3841119081668,6.13,4.24,65,40,11710,51131,TRUE,"ModerateBurden"
"Clark","IL",NA,49.1,40.6945069503144,10.55,6.57,62,60,15441,17023,TRUE,"ModerateBurden"
"Carson","TX",NA,36.9,29.5124037639008,12.41,8.24,87,92,5926,48065,TRUE,"ModerateBurden"
"Whitman","WA",NA,46.6,42.1399690722579,7.12,5.17,78,41,50104,53075,TRUE,"LowBurden"
"Clark","MO",NA,31,24.8405559640877,14.64,8.78,72,100,6797,29045,TRUE,"ModerateBurden"
"Jessamine","KY",NA,53.6,48.5240307790113,18.89,12.51,78,92,54115,21113,TRUE,"LowBurden"
"Dade","MO",NA,43.1,33.771557239727,15.76,9.58,72,80,7561,29057,TRUE,"ModerateBurden"
"Daviess","MO",NA,33,27.5221423655056,14.82,9,72,74,8278,29061,TRUE,"ModerateBurden"
"Brown","IL",NA,53.5,47.8839050195788,9.91,6.11,62,56,6578,17009,TRUE,"ModerateBurden"
"Danville city","VA",NA,33.8,26.8484274142392,6.72,4.61,65,71,40044,51590,TRUE,"ModerateBurdenResolving"
"Burnett","WI",NA,56.8,44.9212788297036,15.28,9.06,67,NA,15414,55013,TRUE,"ModerateBurden"
"Jasper","SC",NA,37.3,33.675459718861,12.13,6.79,65,77,30073,45053,TRUE,"ModerateBurden"
"Baker","FL",NA,36.2,30.0530760888499,15.5,10.39,73,77,29210,12003,TRUE,"ModerateBurden"
"Roscommon","MI",NA,56,44.03051434455,10.33,6.45,73,69,24019,26143,TRUE,"ModerateBurden"
"Warren","TN",NA,41.2,33.7328290831035,15.19,9.68,64,58,41277,47177,TRUE,"ModerateBurden"
"Caddo","OK",NA,65.4,58.8083712156768,19.75,13.63,76,100,28762,40015,TRUE,"ModerateBurden"
"Thurston","NE",NA,74.4,71.469541796901,8.48,5.21,72,42,7224,31173,TRUE,"ModerateBurden"
"Oglala Lakota","SD",NA,75.7,74.7537307746732,13.65,9.67,50,42,14177,46102,TRUE,"ModerateBurden"
"Creek","OK",NA,43.4,37.2719210821294,18.21,12.64,76,81,71522,40037,TRUE,"LowBurden"
"Jim Hogg","TX",NA,55.3,51.037851037851,11.46,7.42,87,96,5200,48247,TRUE,"ModerateBurden"
"Perry","PA",NA,48.5,40.5448489828666,12.16,8.16,76,83,46272,42099,TRUE,"ModerateBurden"
"Modoc","CA",NA,71.1,68.0241798983306,9.23,4.65,71,75,8841,6049,FALSE,"ModerateBurden"
"Washakie","WY",NA,43.7,33.0386444636363,22.83,16.87,37,32,7805,56043,TRUE,"ModerateBurden"
"Knox","IL",NA,59.1,51.2313382767141,8.94,5.47,62,51,49699,17095,TRUE,"ModerateBurden"
"Red Willow","NE",NA,36.9,30.6220245185529,8.7,5.37,72,NA,10724,31145,TRUE,"ModerateBurden"
"Sweetwater","WY",NA,49.6,43.4686919070199,21.84,15.84,37,29,42343,56037,TRUE,"ModerateBurden"
"St. Mary Parish","LA",NA,44.9,38.3928508869542,18.98,11.48,71,43,49348,22101,TRUE,"ModerateBurden"
"Geary","KS",NA,89.1,88.7321713826094,15.65,9.47,66,NA,31670,20061,TRUE,"ModerateBurden"
"Young","TX",NA,41.4,33.3401353301052,12.93,8.7,87,94,18010,48503,TRUE,"ModerateBurden"
"Crawford","KS",NA,46.9,40.9710278270105,16.75,10.35,66,28,38818,20037,TRUE,"ModerateBurden"
"Mason","MI",NA,60.4,51.0493306635461,10.47,6.44,73,81,29144,26105,TRUE,"ModerateBurdenResolving"
"Storey","NV",NA,22.2,20.7972772572571,12.33,6.62,75,71,4123,32029,TRUE,"ModerateBurden"
"Camp","TX",NA,40.4,33.6844955325276,12.85,8.74,87,79,13094,48063,TRUE,"ModerateBurden"
"Henderson","KY",NA,50.7,43.5608017605067,19.24,12.67,78,100,45210,21101,TRUE,"LowBurden"
"Weston","WY",NA,37.7,28.4222867194775,22.83,16.87,37,NA,6927,56045,TRUE,"ModerateBurden"
"McNairy","TN",NA,47.2,36.940163542649,14.52,9.18,64,NA,25694,47109,TRUE,"ModerateBurden"
"Pine","MN",NA,48.8,40.6960204040162,8.88,4.84,69,67,29579,27115,TRUE,"ModerateBurden"
"Wilkes","GA",NA,47.9,40.9070857263393,16.23,10.43,74,NA,9777,13317,TRUE,"ModerateBurden"
"Lake","OR",NA,39.4,29.5256783711378,12.22,9.19,72,91,7869,41037,TRUE,"ModerateBurden"
"Iron","MO",NA,38.7,30.8757955595574,16.66,10.1,72,77,10125,29093,TRUE,"ModerateBurden"
"Wayne","WV",NA,53.7,47.0559103905545,10.27,7.89,77,71,39402,54099,TRUE,"ModerateBurden"
"Middlesex","VA",NA,62.9,53.3983359125886,6.13,4.24,65,75,10582,51119,TRUE,"ModerateBurden"
"Franklin","IN",NA,37.5,30.3606310829239,12.87,8.06,72,73,22758,18047,TRUE,"ModerateBurden"
"Butte","SD",NA,39.9,30.3673685763353,10.46,7.64,50,81,10429,46019,TRUE,"ModerateBurden"
"Grant","AR",NA,45.6,40.0815605923089,20.41,13.4,68,75,18265,5053,TRUE,"ModerateBurden"
"Adams","WI",NA,56.5,47.9253561411791,15.31,9.18,67,NA,20220,55001,TRUE,"ModerateBurden"
"Lincoln","MO",NA,38.9,33.115583134494,15.39,9.23,72,74,59013,29113,TRUE,"LowBurden"
"Perry","IL",NA,50.6,42.5693417260948,9.85,6.03,62,66,20916,17145,TRUE,"ModerateBurden"
"Baraga","MI",NA,60.7,54.4012596346668,9.5,5.84,73,50,8209,26013,TRUE,"ModerateBurden"
"Uinta","WY",NA,51.1,44.3249522878461,21.84,15.84,37,5,20226,56041,TRUE,"ModerateBurden"
"Anderson","TX",NA,39.4,34.9813002634138,13.98,9.48,87,65,57735,48001,TRUE,"LowBurden"
"Antrim","MI",NA,57.9,48.4665074832368,10.25,6.3,73,76,23324,26009,TRUE,"ModerateBurden"
"Chambers","AL",NA,31.3,26.349611039499,18.06,13.83,79,76,33254,1017,TRUE,"ModerateBurden"
"Martin","NC",NA,52.2,43.784644673066,12.53,9.69,78,78,22440,37117,TRUE,"ModerateBurden"
"Garza","TX",NA,52.7,48.9324410168991,11.43,7.66,87,91,6229,48169,TRUE,"ModerateBurden"
"DeSoto","FL",NA,46,38.0811128395732,14.34,9.68,73,73,38001,12027,TRUE,"ModerateBurden"
"Floyd","KY",NA,57,51.7946976297463,21.46,14.49,78,96,35589,21071,TRUE,"ModerateBurdenResolving"
"Monroe","MO",NA,44.1,34.0166298183216,14.64,8.78,72,NA,8644,29137,TRUE,"ModerateBurden"
"Jasper","TX",NA,36.1,28.645049352849,14.28,9.83,87,76,35529,48241,TRUE,"ModerateBurden"
"Marion","MO",NA,41.7,32.9220722663262,14.64,8.78,72,43,28530,29127,TRUE,"ModerateBurden"
"Macon","MO",NA,40,31.4639265212857,14.64,8.78,72,61,15117,29121,TRUE,"ModerateBurden"
"Barton","KS",NA,43.1,36.0091823140529,15.67,9.71,66,NA,25779,20009,TRUE,"ModerateBurden"
"Linn","MO",NA,45.9,36.7760473559082,14.82,9,72,NA,11920,29115,TRUE,"ModerateBurden"
"Alexander","IL",NA,33,25.6659747822688,10.39,6.52,62,55,5761,17003,TRUE,"ModerateBurden"
"Scott","AR",NA,47.8,43.2456614464181,21.54,14.29,68,68,10281,5127,TRUE,"ModerateBurden"
"Garrett","MD",NA,49.5,40.7409269097658,9.96,5.38,66,52,29014,24023,TRUE,"ModerateBurden"
"Vermilion Parish","LA",NA,38.1,32.8187032877303,18.68,11.35,71,91,59511,22113,TRUE,"LowBurden"
"Monroe","MS",NA,50.3,41.5871669846654,17.61,11.94,77,66,35252,28095,TRUE,"ModerateBurden"
"Lincoln","WV",NA,50.6,43.8595405931044,10.32,7.96,77,71,20409,54043,TRUE,"ModerateBurden"
"Clinton","OH",NA,48.8,41.0425006859414,17.02,10.5,67,88,41968,39027,TRUE,"LowBurden"
"Lowndes","MS",NA,50.8,44.3142568109437,16.8,11.46,77,42,58595,28087,TRUE,"LowBurden"
"Clay","WV",NA,55.9,46.2031691486292,9.52,7.23,77,73,8508,54015,TRUE,"ModerateBurden"
"Montgomery","IN",NA,45.6,38.2133404761553,13.9,8.73,72,34,38338,18107,TRUE,"ModerateBurden"
"Todd","SD",NA,69.2,67.7189965018052,13.65,9.67,50,50,10177,46121,TRUE,"ModerateBurden"
"Lamar","MS",NA,59.3,52.8703043312336,18.36,12.56,77,90,63343,28073,TRUE,"LowBurden"
"Jefferson Davis","MS",NA,44.9,40.6413811320994,19.3,13.49,77,NA,11128,28065,TRUE,"ModerateBurden"
"Alamosa","CO",NA,56.2,49.8666978396377,7.96,4.79,58,31,16233,8003,TRUE,"ModerateBurden"
"Adams","MS",NA,54.7,47.1990798081783,17.52,12.11,77,48,30693,28001,TRUE,"ModerateBurden"
"Traill","ND",NA,53.7,45.4727856544424,11.99,8.1,51,49,8036,38097,TRUE,"ModerateBurden"
"Tipton","TN",NA,40.4,34.5670673131039,13.37,8.37,64,79,61599,47167,TRUE,"LowBurden"
"Alcorn","MS",NA,38.9,31.6448687120372,19.59,13.57,77,74,36953,28003,TRUE,"ModerateBurden"
"Williams","OH",NA,44.7,35.1961261279415,14.16,8.48,67,43,36692,39171,TRUE,"ModerateBurden"
"Amite","MS",NA,39.9,33.6682481087779,17.52,12.11,77,90,12297,28005,TRUE,"ModerateBurden"
"Hampshire","WV",NA,45.8,38.298970557628,9.39,7.12,77,69,23175,54027,TRUE,"ModerateBurden"
"Kosciusko","IN",NA,40.5,33.4636528820013,13.13,8.32,72,79,79456,18085,TRUE,"LowBurden"
"Oktibbeha","MS",NA,51.2,46.1137183923462,16.8,11.46,77,86,49587,28105,TRUE,"LowBurden"
"Kimble","TX",NA,42.9,32.2118596407308,12.35,8.22,87,83,4337,48267,TRUE,"ModerateBurden"
"Madison","TX",NA,41.6,37.104219279209,12.25,8.27,87,NA,14284,48313,TRUE,"ModerateBurden"
"Brooke","WV",NA,50,42.9979030920126,8.97,6.8,77,83,21939,54009,TRUE,"ModerateBurden"
"Navarro","TX",NA,45.3,39.3797346222597,12.48,8.5,87,78,50113,48349,TRUE,"LowBurden"
"Castro","TX",NA,44.4,38.1291433419562,12.41,8.24,87,7,7530,48069,TRUE,"ModerateBurden"
"Bates","MO",NA,38.7,31.3470242904847,14.25,8.45,72,0,16172,29013,TRUE,"ModerateBurden"
"Denali Borough","AK",NA,54,50.6685350772427,18.97,13.62,77,52,2097,2068,TRUE,"ModerateBurden"
"Barry","MO",NA,44.2,37.1316238444453,14.3,8.63,72,80,35789,29009,TRUE,"ModerateBurden"
"Ford","IL",NA,57.8,49.2178951677487,10.6,6.53,62,51,12961,17053,TRUE,"ModerateBurden"
"Tyler","TX",NA,36.3,29.8015098578097,14.28,9.83,87,76,21672,48457,TRUE,"ModerateBurden"
"Adams","ID",NA,43.7,32.5656309038339,18.68,12.25,66,75,4294,16003,TRUE,"ModerateBurden"
"Pike","IN",NA,57.4,47.1166182178411,12.5,7.79,72,51,12389,18125,TRUE,"ModerateBurden"
"Magoffin","KY",NA,51.1,45.6688757249931,21.46,14.49,78,96,12161,21153,TRUE,"ModerateBurdenResolving"
"Wadena","MN",NA,49.7,38.3102915344929,8.13,4.38,69,29,13682,27159,TRUE,"ModerateBurden"
"Mason","WV",NA,49.3,40.9609997481019,10.27,7.89,77,81,26516,54053,TRUE,"ModerateBurden"
"Calhoun","SC",NA,40.9,36.3947003113115,13.75,7.61,65,42,14553,45017,TRUE,"ModerateBurden"
"Gooding","ID",NA,44,37.396976857243,20.13,13.38,66,90,15179,16047,TRUE,"ModerateBurdenResolving"
"Nelson","KY",NA,51.9,45.1676562788806,19.41,12.77,78,78,46233,21179,TRUE,"LowBurden"
"Crosby","TX",NA,45.2,37.2364397275192,11.43,7.66,87,91,5737,48107,TRUE,"ModerateBurden"
"Mercer","ND",NA,38.4,29.5658017816127,14.47,9.88,51,45,8187,38057,TRUE,"ModerateBurden"
"Keweenaw","MI",NA,58.1,48.4460213252158,9.5,5.84,73,50,2116,26083,TRUE,"ModerateBurden"
"Wyandot","OH",NA,47.5,38.7671261443497,14.68,8.8,67,41,21772,39175,TRUE,"ModerateBurden"
"Calhoun","GA",NA,48.2,41.5333839090888,17.84,11.48,74,82,6189,13037,TRUE,"ModerateBurden"
"McDuffie","GA",NA,44.8,37.2224597760873,16.23,10.43,74,84,21312,13189,TRUE,"ModerateBurden"
"Crook","OR",NA,50.8,40.6777141504854,11.46,8.69,72,62,24404,41013,TRUE,"ModerateBurden"
"Randolph","GA",NA,46.1,41.1491910862006,15.56,9.91,74,82,6778,13243,TRUE,"ModerateBurden"
"Crawford","IN",NA,37.1,30.1961140416773,12.5,7.79,72,76,10577,18025,TRUE,"ModerateBurden"
"Greene","IN",NA,41.2,34.8562829514004,13.51,8.53,72,54,31922,18055,TRUE,"ModerateBurden"
"Schley","GA",NA,34.8,30.1647476273087,15.56,9.91,74,77,5257,13249,TRUE,"ModerateBurden"
"Jones","IA",NA,58.4,51.0225548914022,13.24,7.96,66,73,20681,19105,TRUE,"ModerateBurden"
"Iberia Parish","LA",NA,46.8,40.6045450315362,18.98,11.48,71,91,69830,22045,TRUE,"LowBurden"
"Lincoln","MT",NA,35,26.0952559927555,24.61,16.69,55,43,19980,30053,TRUE,"ModerateBurden"
"Poquoson city","VA",NA,43.7,37.3232505855359,4.81,3.28,65,58,12271,51735,TRUE,"ModerateBurden"
"Lake","MT",NA,56.3,44.9090445768751,23.97,16.22,55,43,30458,30047,TRUE,"ModerateBurden"
"Ouachita","AR",NA,54.1,48.0892727908166,19.67,12.96,68,54,23382,5103,TRUE,"ModerateBurden"
"Obion","TN",NA,41.1,32.2390467370257,14.07,8.84,64,13,30069,47131,TRUE,"ModerateBurden"
"Sumter","AL",NA,51.1,43.8682844419502,18.08,13.9,79,86,12427,1119,TRUE,"ModerateBurden"
"Otoe","NE",NA,55.9,48.9930481895193,8.91,5.55,72,NA,16012,31131,TRUE,"ModerateBurden"
"Burt","NE",NA,58.5,49.7059498352184,8.48,5.21,72,80,6459,31021,TRUE,"ModerateBurden"
"Henry","IA",NA,53.6,46.4410499038963,13.34,8.08,66,56,19954,19087,TRUE,"ModerateBurden"
"Rabun","GA",NA,45.9,36.3867979796545,14.69,9.34,74,0,17137,13241,TRUE,"ModerateBurden"
"Floyd","IA",NA,52.8,44.4533401588331,11.72,6.95,66,NA,15642,19067,TRUE,"ModerateBurden"
"Plymouth","IA",NA,52.4,44.9300159770829,13.2,7.92,66,42,25177,19149,TRUE,"ModerateBurden"
"Elbert","CO",NA,37.5,32.6916026527169,6.81,4.12,58,66,26729,8039,TRUE,"ModerateBurden"
"Lincoln Parish","LA",NA,43.1,36.4320375128745,18.74,11.57,71,94,46742,22061,TRUE,"LowBurden"
"Ware","GA",NA,38.3,30.5437775037299,18.8,12.24,74,64,35734,13299,TRUE,"ModerateBurdenResolving"
"Clearwater","MN",NA,41.7,31.5662829996264,8.92,4.76,69,70,8818,27029,TRUE,"ModerateBurden"
"Montgomery","GA",NA,35.6,29.9078762472892,18.64,12.19,74,66,9172,13209,TRUE,"ModerateBurden"
"Cook","MN",NA,80.2,73.9439221642925,7.96,4.3,69,67,5463,27031,TRUE,"ModerateBurden"
"Sevier","UT",NA,43.9,36.4358233167843,11.75,7.26,72,60,21620,49041,TRUE,"ModerateBurden"
"Montour","PA",NA,78.3,73.4736567358962,12.5,8.29,76,79,18230,42093,TRUE,"ModerateBurden"
"Mitchell","GA",NA,47.3,40.8722839421441,17.84,11.48,74,69,21863,13205,TRUE,"ModerateBurden"
"Putnam","GA",NA,43,35.498288178216,14.78,9.35,74,84,22119,13237,TRUE,"ModerateBurden"
"Fremont","WY",NA,61.6,56.2433118278532,21.84,15.84,37,32,39261,56013,TRUE,"ModerateBurden"
"Cottonwood","MN",NA,55.9,47.6806180263633,7.88,4.28,69,0,11196,27033,TRUE,"ModerateBurden"
"Shawano","WI",NA,53.5,45.9511282814693,16.15,9.76,67,34,40899,55115,TRUE,"LowBurden"
"Sawyer","WI",NA,59.8,49.1075477268236,15.28,9.06,67,32,16558,55113,TRUE,"ModerateBurden"
"Macon","GA",NA,43.1,36.8799071754975,15.56,9.91,74,68,12947,13193,TRUE,"ModerateBurden"
"Plaquemines Parish","LA",NA,68.8,66.0488875477696,18.33,11.01,71,80,23197,22075,TRUE,"ModerateBurden"
"Lamar","GA",NA,34.7,27.96921805264,16.83,10.72,74,46,19077,13171,TRUE,"ModerateBurden"
"Pacific","WA",NA,59,49.931265869003,8.33,6.06,78,81,22471,53049,TRUE,"ModerateBurden"
"Koochiching","MN",NA,58.5,49.8983614911757,7.96,4.3,69,67,12229,27071,TRUE,"ModerateBurden"
"Payette","ID",NA,31.7,23.1767603829202,16.83,10.94,66,75,23951,16075,TRUE,"ModerateBurden"
"Taylor","GA",NA,45.5,39.8685030301886,15.56,9.91,74,63,8020,13269,TRUE,"ModerateBurden"
"Hampton","SC",NA,63.9,56.1264023985379,14.76,8.38,65,71,19222,45049,TRUE,"ModerateBurden"
"Delta","CO",NA,47.5,35.8857999732511,7.68,4.74,58,55,31162,8029,TRUE,"ModerateBurden"
"Brewster","TX",NA,59,53.3378749647052,11.66,7.89,87,NA,9203,48043,TRUE,"ModerateBurden"
"Wilcox","AL",NA,53.7,46.503191625862,17.35,13.37,79,56,10373,1131,TRUE,"ModerateBurden"
"Carter","KY",NA,49,43.3997357415312,19.75,13.02,78,71,26797,21043,TRUE,"ModerateBurden"
"Gates","NC",NA,52.9,44.7210770723375,13.31,10.17,78,95,11562,37073,TRUE,"ModerateBurden"
"Mitchell","IA",NA,48.7,39.2650571638898,11.72,6.95,66,NA,10586,19131,TRUE,"ModerateBurden"
"Wapello","IA",NA,49.7,42.8262944526674,13.68,8.18,66,73,34969,19179,TRUE,"ModerateBurden"
"Runnels","TX",NA,44.4,35.5497645414962,12.78,8.6,87,65,10264,48399,TRUE,"ModerateBurden"
"Howard","NE",NA,42.1,33.7464099694993,9.03,5.58,72,52,6445,31093,TRUE,"ModerateBurden"
"Greene","NC",NA,61.9,56.3772441636471,14.38,11.26,78,81,21069,37079,TRUE,"ModerateBurden"
"Marion","IL",NA,45.6,36.3275687700224,10.02,6.18,62,53,37205,17121,TRUE,"ModerateBurden"
"Ste. Genevieve","MO",NA,44.8,36.9771474645725,16.38,9.85,72,77,17894,29186,TRUE,"ModerateBurden"
"Marion","IA",NA,52.8,44.4922514473547,12.39,7.43,66,78,33253,19125,TRUE,"ModerateBurden"
"Des Moines","IA",NA,51.4,42.7198856939798,13.34,8.08,66,56,38967,19057,TRUE,"ModerateBurden"
"Preble","OH",NA,42.9,33.6045642776095,14.3,8.54,67,70,40882,39135,TRUE,"LowBurden"
"Dorchester","MD",NA,58.9,51.5054687061316,7.53,3.99,66,63,31929,24019,TRUE,"ModerateBurden"
